Date,Energy Index,Non-energy Index,Agriculture Index,Beverage Index,Food Index,Oils & Meals Index,Grain Index,Other Food Index,Raw Materials Index,Timber Index,Other Raw Mat. Index,Fertilizer Index,Metals  & Minerals Index,Base Metals (ex. iron ore) Index,Precious Metals Index
31.01.1971,11.49854874,93.19876344,107.5503355,106.5561001,117.1468687,124.063289,121.7722248,103.8759873,84.76937621,86.06620501,83.38609215,36.00861315,70.28812122,79.53883336,18.19883089
28.02.1971,11.50424423,92.63944038,106.5656308,105.8303971,115.9506721,122.3515298,117.5076375,106.0466423,84.20587788,86.10883558,82.12992404,36.02644904,70.45268365,79.70797788,18.20784519
31.03.1971,11.49276204,93.32468426,106.286446,106.5456812,115.4460909,122.6614716,115.3596791,106.0272107,83.90580409,86.02289183,81.65909872,35.99049166,73.23395362,83.17130426,18.53531923
30.04.1971,11.43436557,93.58125503,105.703402,112.1943388,113.3119836,118.2983986,113.741847,106.3911834,83.86634294,85.5857964,82.01793046,35.80761849,75.26907559,85.67176908,18.69905647
31.05.1971,11.02315692,89.09694505,101.6119578,106.253287,108.6153921,111.6405442,112.6351147,101.0317916,82.25927253,82.34215341,82.13495121,34.51988615,69.6613789,79.02691824,18.19235297
30.06.1971,10.9076645,87.83540362,100.3423122,102.9667126,107.8874635,112.9312332,111.4140017,98.00495548,80.70031481,80.29025223,81.11037738,34.15821252,68.23441252,77.33780169,17.67369699
31.07.1971,11.32612968,89.17275291,101.8941305,103.9049288,110.7170213,119.7450957,112.0712325,97.62631347,79.4470546,78.79046737,80.14467853,35.70193053,69.18787916,78.50321046,17.80992856
31.08.1971,11.00998902,87.20230433,99.7281614,100.3664216,108.7435872,118.4770557,109.2222824,95.45979609,77.5486183,76.87046681,78.2267698,34.70540017,67.45612837,76.59122795,17.75161273
30.09.1971,10.98349336,85.71900249,97.69737749,98.49328281,105.4176591,110.8696105,110.7502247,93.43928405,78.55585465,77.75994934,79.4313505,34.62188123,66.89584178,75.88957184,16.91298796
31.10.1971,11.05502186,86.11701814,98.2134551,98.13334625,105.9439595,110.2297832,111.3913616,95.40964521,79.46798325,78.78705799,80.22901736,34.84735153,67.13121972,76.18352023,16.82285936
30.11.1971,11.05136359,85.56798545,97.540296,98.34111945,105.2282011,109.392483,110.4735947,94.93761979,78.44065676,76.47863931,80.60288007,34.83582,66.74863441,75.63777469,16.85733359
31.12.1971,10.85793841,85.1325316,96.61991572,98.2722107,104.2912853,103.6224992,108.1072998,101.7735024,77.06775851,74.98271961,79.31015883,34.22611021,67.39003079,76.59567423,16.99503404
31.01.1972,11.18433445,86.20121187,97.2686369,100.6590101,104.7898095,100.5031308,100.1524026,114.6491706,77.19918658,73.0683871,81.68071432,44.65939819,68.19716129,77.62785445,17.69229213
29.02.1972,11.15885666,86.23813264,97.00817897,100.8962823,103.8901219,96.4638445,99.96313752,117.2263165,78.22863971,74.88487082,81.92233791,44.55766457,68.93607267,78.57856901,18.39072892
31.03.1972,11.04716555,86.95312536,98.38520957,101.0026565,106.3915177,103.0427254,99.77091675,116.7458297,77.59960191,76.136911,79.17776842,44.11167847,68.36155407,77.90753684,18.32212823
30.04.1972,11.09132163,87.41661857,98.7011688,101.8701178,106.9327072,107.2418729,101.019912,111.8407136,77.17550278,75.97748546,78.48945726,44.28799508,69.13719302,78.83726874,18.70452846
31.05.1972,11.14628607,86.41284499,98.95727148,104.2779725,106.7635555,107.0354161,102.8409948,109.9870459,77.28609507,75.22772169,79.53865463,44.50746983,65.47957603,74.29562808,20.23419876
30.06.1972,11.14628607,86.41284499,98.95727148,104.2779725,106.7635555,107.0354161,102.8409948,109.9870459,77.28609507,75.22772169,79.53865463,44.50746983,65.47957603,74.29562808,20.23419876
31.07.1972,11.25293423,82.01803069,95.08351808,107.6958672,102.1449231,103.6176226,100.8610313,101.3141696,71.59584999,69.36792006,74.05034907,46.48443636,59.21007003,66.76237489,22.8834837
31.08.1972,11.30454682,83.45638593,97.037016,106.6724351,105.6102629,104.4722213,107.2793906,105.5723282,71.35520997,69.95162529,72.91053352,46.6976414,59.7851201,67.44793372,23.74713527
30.09.1972,11.42401799,86.21683376,100.8610447,106.2663687,111.7483639,108.0681433,119.9521889,109.2182123,71.57262278,70.80591016,72.41600666,47.19116157,60.68530362,68.46743668,23.38473481
31.10.1972,11.41990998,86.3007962,102.3576495,106.189834,113.3560192,107.4927768,124.2777452,111.2099958,73.73123086,70.85709244,76.83530035,47.17419188,57.7893431,64.91720638,23.33800395
30.11.1972,11.34568081,88.17649919,104.5477836,105.2330932,116.9595015,114.4466997,127.5056545,110.7536425,74.05150731,70.39652288,78.01107376,46.86756067,59.35542411,66.85575673,22.80557989
31.12.1972,11.30625114,94.81315971,114.7318907,106.0055895,131.7671483,129.6804241,142.2007693,125.1275713,77.73996168,74.51502428,81.30636305,46.70468171,59.49061002,67.07869803,23.4851324
31.01.1973,12.45593208,99.17120038,120.0165691,125.4019279,135.6963894,137.1984283,148.5553075,122.1047694,79.09516868,77.37331925,81.00019358,68.91061245,59.82510906,67.70165434,23.08010943
28.02.1973,10.67924776,91.62166388,111.6609582,113.0429785,126.5804955,139.6154597,127.6798299,108.4257743,74.66050567,78.08414687,70.92276896,59.08136776,54.24429672,61.65695104,22.30078209
31.03.1973,11.09554337,98.55453225,118.5591443,116.9274467,132.8528148,146.2327348,134.1581729,114.1209269,84.61983514,89.6454636,79.10469741,61.38446197,61.80870334,70.78303988,25.58501764
30.04.1973,11.94950118,99.10292824,118.7806394,113.6501471,134.0422306,152.1613112,132.9057291,111.2147868,84.32840912,86.76376941,81.63327706,61.07883618,63.05959588,72.37890794,26.39930559
31.05.1973,11.47686973,103.6660733,127.08762,112.367287,149.7606751,190.8029592,135.8823951,108.2817709,79.55840945,76.28375912,83.11374409,58.66302163,60.69018612,69.67208417,28.19317999
30.06.1973,10.97213576,110.6456408,137.151697,108.1411315,167.8915665,235.244976,140.2227024,104.2949209,77.25218412,68.3671394,86.94224967,56.08311784,62.46365331,72.0642721,31.00820976
31.07.1973,11.65278713,115.2363062,142.1008598,102.8946844,175.308433,234.5195163,168.3913845,103.6696234,81.33989834,66.27163912,97.81452842,59.03887469,66.52995213,77.26429299,30.10781699
31.08.1973,12.34213617,122.1141897,149.9295951,107.735297,182.5480978,204.43563,223.3744251,116.7943034,92.1404304,75.7247813,110.0456477,62.53146332,71.83366448,83.50701495,29.09217812
30.09.1973,12.37524219,112.8402625,137.0420908,108.176686,159.3845847,158.3177535,212.4518178,112.8097816,97.35596932,80.92676849,115.3092148,62.69919502,68.88681612,79.89041816,28.56059588
31.10.1973,17.57549709,117.3069599,140.5723661,113.8930144,161.214092,161.056039,209.3254348,117.939172,103.9988947,89.71090061,119.5829235,65.02301711,75.5177384,87.84587484,29.68235929
30.11.1973,18.17351275,127.0838445,150.6178898,117.9317158,175.7208714,167.8108173,245.2770497,123.1941898,106.1973793,92.044266,121.6579396,67.23545993,85.67046206,100.1831233,29.5483013
31.12.1973,18.3054171,136.3687727,164.9133709,119.7424496,192.8324244,192.40442,261.3131214,131.3973375,120.0387603,107.1327828,134.1629041,67.72345858,85.66671815,100.1530194,33.08802911
31.01.1974,52.95034953,147.4784939,176.7553621,142.9692593,205.0043902,203.97655,271.7476924,146.0196239,125.2970387,107.1606322,145.0912521,202.3850554,81.16622144,92.96980593,39.62158277
28.02.1974,49.49148934,147.2038662,176.1797852,139.1463914,209.4943443,202.7694519,274.8528609,159.2280978,114.0132682,101.8030948,127.3700821,196.5713944,82.15525249,94.64433841,46.23750914
31.03.1974,48.13599057,143.6845755,166.8332547,135.6367925,197.2460377,190.6149057,259.3676887,149.7731604,108.750566,100.2205189,118.0642925,194.955283,90.4245283,105.0130189,48.37712264
30.04.1974,38.82521932,136.6415928,154.0839674,133.9180326,180.3923996,168.3971453,237.6740851,144.2907404,100.4530115,93.18052636,108.3918996,193.8363561,94.33948813,110.1013682,46.41641891
31.05.1974,40.57802105,141.4174316,159.6472589,139.4188126,188.14272,173.0016674,239.8948379,161.2522105,100.6274358,92.26957474,109.7726316,204.7978779,96.84217263,112.9219705,47.93657263
30.06.1974,40.37958488,137.2001865,157.0886388,140.0930523,186.2583688,170.8297513,240.4996022,157.389979,94.86189045,86.57503534,103.902096,221.4850365,86.90650955,100.7078901,44.53807944
31.07.1974,38.08364077,136.9041224,161.527166,138.1875053,194.5668136,184.5086734,239.3061377,167.3471582,93.11987398,88.2848036,98.40263607,220.3837018,76.91343438,88.43403417,40.68025264
31.08.1974,38.7606015,147.1748544,175.8200325,133.5964933,218.2258316,216.3728562,252.5818193,189.5806536,94.19798217,87.66700308,101.3061176,224.3619143,79.67794493,91.70709712,43.6816183
30.09.1974,38.20279203,141.853314,171.2239558,125.3865933,215.0254329,204.2472157,246.1924443,200.9838111,88.11192551,80.32765754,96.61474129,225.923408,72.09429719,82.48330098,41.43625719
31.10.1974,37.77350241,143.9031823,176.8827999,122.244064,227.4785004,224.6194967,248.9354669,211.8550563,81.66931561,73.06342591,91.11269121,217.6308212,67.86523751,77.51076488,43.37599436
30.11.1974,36.0227696,138.8859534,171.1632363,118.5060991,222.2781142,193.6912375,224.178398,258.1356418,73.83566154,66.15190564,82.23546638,208.4253213,64.74734811,73.91828257,45.028462
31.12.1974,33.26491149,121.2083854,147.9373013,109.7386033,187.9670954,167.5961519,203.5822756,200.6576083,70.14115129,64.82588638,75.91419021,190.1542379,58.51877778,66.68241431,41.19966102
31.01.1975,34.75348083,110.2619468,132.9119754,96.8778389,166.510355,143.6594392,181.3760058,183.1086577,69.60740524,65.5645509,74.02692303,146.0951961,59.7388229,66.69454124,38.99722234
28.02.1975,33.24318387,99.4413159,117.456047,90.84228423,144.4301045,120.5065415,165.0389569,157.256593,65.40548386,58.67998424,72.73147453,137.7046048,58.15155212,65.04518924,38.14319074
31.03.1975,35.11798931,101.8523187,118.5739625,93.02207284,143.0093842,123.5473193,171.301695,143.0601328,72.13904885,66.02384984,78.81248179,144.9124544,62.72519478,70.31210143,39.93910056
30.04.1975,35.41409622,101.6619973,118.8316928,96.7234709,142.3216786,123.7702192,170.9293084,140.8631501,73.02877935,65.9920189,80.73083351,139.1743276,62.12819771,69.52319324,38.56144726
31.05.1975,34.99588042,94.4686483,109.1345519,93.58363687,127.2646432,108.8311195,161.4766563,120.5132703,73.02608573,65.28855726,81.49690939,131.512698,60.13020494,67.13443823,38.48535405
30.06.1975,34.8036839,91.08305136,104.7882593,96.71601754,119.650237,105.3163498,155.5855436,105.9450291,72.7507641,64.62822805,81.6025681,125.7861466,59.04555621,65.83529223,37.67046133
31.07.1975,37.5131015,101.434343,118.7147465,112.2413665,136.401429,124.2401419,170.88098,121.1524209,79.08899377,69.22995482,89.86893196,132.8261731,62.43155159,69.47372227,41.27795428
31.08.1975,37.26214341,106.9975049,127.5253139,125.5613165,147.0845762,136.0539056,185.0193215,127.3100813,80.92745659,70.91914081,91.87741498,131.9375821,62.09460432,69.11656781,41.27085053
30.09.1975,38.19217778,106.0556792,125.6619163,125.9376721,143.5033164,129.3846196,187.017581,122.7113293,82.14765169,71.86196049,93.3709126,135.065189,62.59656574,69.54561181,37.94399756
31.10.1975,36.465401,98.30946004,116.2531696,118.3286499,131.7273203,117.6718524,173.131839,112.7852784,77.55465688,67.75523716,88.27359319,123.71439,58.66515881,65.04923117,35.44079679
30.11.1975,37.29044454,96.34260384,112.5429915,117.7819228,124.6865656,109.5339643,164.6367753,108.5130443,80.33028039,70.68527348,90.88874199,124.9552288,59.88501505,66.41352947,36.1083267
31.12.1975,36.32157385,93.31608959,108.912385,118.0189467,118.7778269,104.4114407,154.7853814,105.1179843,80.25811743,69.73846852,91.77216102,117.3647397,58.59078087,65.00200969,34.04493341
31.01.1976,39.70942182,94.68566545,112.0176909,130.9182255,119.7295273,103.9921527,151.1781345,111.9915491,83.62767636,71.23645455,97.16913818,74.08591273,61.48555636,66.29565091,32.59884727
29.02.1976,38.89332203,94.22476962,111.9943322,132.8876506,118.5234942,104.0569195,148.352803,110.560477,85.51922025,72.38408253,99.88337671,69.36274481,60.58038177,65.36843392,31.98009165
31.03.1976,38.42484571,94.25343984,112.2389996,130.67989,118.9930706,103.2082755,145.6046161,115.6792755,86.4116346,72.75171578,101.3616569,66.50356773,60.53367728,65.4411296,32.10080922
30.04.1976,38.19304,96.23641,114.151961,157.948322,116.08674,100.105968,141.163486,114.428358,87.140436,74.250285,101.26181,64.777406,63.06877,68.621837,31.509258
31.05.1976,36.96766743,95.97001032,114.8429774,164.6520451,116.0346982,102.7798438,139.4556612,112.2892898,86.55784763,71.86806399,102.609598,61.0209721,61.26418044,66.71204721,30.64425063
30.06.1976,37.75696162,102.1469506,123.8249962,182.4424314,124.4939187,124.419594,144.7845694,106.2100357,92.38563641,75.19184942,111.1897925,62.16024719,62.25934682,67.75937666,31.81098341
31.07.1976,38.10447658,104.7748906,125.4417254,177.7794908,126.3856433,130.1364751,143.6990854,105.7684884,96.57770857,79.51266593,115.2325077,63.31702138,67.04301323,73.62559882,30.55313311
31.08.1976,38.18440415,103.1674982,123.2043665,191.6678099,119.4505612,124.9445412,136.429694,96.90286938,97.4995007,83.30464733,113.0367745,64.21244526,66.47467233,72.93817824,28.14111035
30.09.1976,37.60589538,103.3427633,123.6636573,200.1975303,118.6936073,129.8578575,135.0972205,89.1181375,96.85476702,84.27050255,110.6142157,64.19443861,66.10411298,72.61659226,28.44925159
31.10.1976,38.36177581,102.0945797,123.6562907,216.4229274,114.5969534,126.1958354,128.2958435,86.93056771,98.52944964,85.0259092,113.2783437,63.36652337,62.29210063,67.93282005,28.4722028
30.11.1976,38.47319791,103.4273119,125.7965886,238.1324527,113.4127221,129.4676953,121.4646827,84.99835645,98.75276944,85.21862285,113.5350923,62.38433936,62.21302105,67.81757723,31.08203648
31.12.1976,38.63975493,106.6398319,130.1084505,260.0205109,116.2138499,133.7416676,124.2167471,85.94522363,97.82682552,85.47879711,111.3040971,62.01017849,63.5812994,69.47300282,31.69245464
31.01.1977,41.90431334,117.0900308,139.8323236,296.002791,125.3851686,144.2446309,133.1256164,93.56612924,95.50754447,79.57281161,112.9298553,119.9139075,70.11786726,77.12713267,32.44936899
28.02.1977,42.57559326,123.7680414,149.1550478,337.4888359,130.5106668,151.6835323,134.137382,99.37710461,98.66197767,82.41838,116.41245,117.2041977,72.45768332,79.91543571,33.81528823
31.03.1977,42.44815105,131.556284,161.0898452,392.4868192,138.229245,170.7821307,131.8353813,101.1854312,98.9272809,82.66352428,116.713386,109.2792508,73.50406072,81.26803814,36.33338452
30.04.1977,42.19787562,133.3402333,166.5173655,396.2557398,146.8839826,194.666128,127.0989906,101.9571426,97.38360039,81.26249581,115.0207963,79.79694085,71.35736572,78.65987234,36.13351026
31.05.1977,41.80350285,126.9875269,157.3764206,359.8856051,141.1306282,187.2897056,121.7808631,97.92533123,93.89517317,78.50047002,110.7167025,80.52806507,69.91448111,76.97351573,35.17001288
30.06.1977,41.52261649,119.6872078,146.7908727,343.6516786,128.9034449,165.347221,117.5070227,91.22092716,90.2051591,77.54522054,104.0542895,80.46865058,68.52718211,75.34026059,33.34692231
31.07.1977,40.75218527,108.3282898,129.7490024,308.8472922,109.8411876,128.6923753,110.825772,84.14593824,87.09969121,75.52482185,99.73118765,77.68610451,67.84026128,74.78038005,32.82748219
31.08.1977,40.56135,103.99978,123.4788,287.90183,104.45445,118.28599,106.34492,84.54469,86.05228,74.94876,98.20872,78.44254,67.004,73.77619,32.80803
30.09.1977,39.70450053,100.4661905,118.458389,271.8015219,100.4427936,110.2460851,105.9176629,82.59097634,84.25215462,73.27901924,96.23135572,79.64296982,65.95579669,72.67070043,32.91940615
31.10.1977,38.10114021,95.04030747,111.5291744,239.9275559,97.2999758,105.5108498,105.0857637,79.44635872,80.8558548,70.76565267,91.885721,75.68770249,63.42732384,69.96022633,33.31332811
30.11.1977,36.71969325,94.08612355,110.9357595,231.4074206,99.15611645,108.2605292,110.5258452,76.91287101,78.27206059,68.62828686,88.80038627,72.9216,61.94021112,68.41254249,32.74999669
31.12.1977,34.10035545,89.40580569,105.4447867,210.0686019,97.27511848,106.1856635,107.9677725,75.84976303,72.08530806,63.07464455,81.93696682,66.91919431,59.04988152,65.41741706,29.99549763
31.01.1978,34.27175715,89.19774852,105.2136998,204.5205265,98.03823649,105.411917,108.5041056,78.89045314,72.13124597,63.38986662,81.68531592,64.36113099,59.14801813,66.10544251,31.79404192
28.02.1978,32.38496749,85.11602053,100.9615895,187.0527219,95.72973888,101.0741024,107.8998859,77.70892026,69.85176833,61.09451308,79.4341183,60.83198295,55.37510655,61.82584703,30.80978668
31.03.1978,32.32582256,88.05419375,105.6388426,186.6404697,103.3752867,113.3274497,115.4226419,79.3554047,69.983161,60.6857456,80.15980885,61.04117999,55.03620948,61.43402853,31.9516811
30.04.1978,33.48072322,93.19995423,112.6997161,197.8054296,110.9956654,120.6003148,125.092812,85.57045455,73.60337129,64.67646938,83.36293434,64.09554301,56.48540754,62.9917829,31.79603674
31.05.1978,33.25034806,90.28366608,108.8175857,177.8950883,109.542909,120.6136334,122.1788048,83.56488163,71.90244611,61.00350883,83.7939311,62.20601855,55.46814664,61.82426943,31.49430212
30.06.1978,32.63348606,86.97298737,104.0995174,173.3875009,103.4665804,116.1439358,116.4045569,75.05887951,70.44216272,58.91898652,83.02643914,61.02257119,54.82351194,61.19011333,31.98193328
31.07.1978,30.57262168,79.23782107,93.44345771,150.2311438,92.81596947,104.424502,103.4658394,67.92560244,66.11285863,55.89874443,77.26820519,59.9076971,52.27325679,58.46098809,30.53776122
31.08.1978,28.95314,75.61724,88.62064,147.10302,86.2504,95.81366,94.03598,66.59716,64.62196,54.9764,75.18928,57.49478,51.00954,57.24788,31.0271
30.09.1978,27.1238392,73.82856573,86.97485329,152.7062911,83.88070364,93.76350998,88.43726232,66.74742723,61.09791021,51.0457723,72.07367488,52.76987559,49.2600939,55.44839319,29.66381279
31.10.1978,25.9907978,72.5006465,85.25334695,147.8989654,82.67927247,92.19599356,86.5036117,66.69059266,59.68911006,49.5104841,70.80911184,49.90762702,48.90741522,55.24699295,30.46233291
30.11.1978,31.08258928,84.0349228,98.87879646,173.0981648,95.38308144,106.9895441,98.43106942,77.38789817,69.62155592,56.55137018,83.93160118,60.30538928,56.29306612,63.49113942,33.20068262
31.12.1978,31.61565874,78.93359894,92.47620777,154.2623308,90.59258352,102.4951402,89.71572396,75.73468534,65.63456221,54.72253208,77.56959517,56.58991819,53.66705297,60.60073879,31.61565874
31.01.1979,42.00640715,82.64193638,97.46772714,154.2830006,96.51995969,108.8917097,96.95999458,79.83248288,70.86254098,62.1803142,80.35713986,60.62326769,54.71664557,61.09715141,35.52435479
28.02.1979,47.33242252,85.80160037,99.26497011,148.4172223,99.71992754,114.0595116,97.74844536,82.63374867,73.16389411,65.91827586,81.11722392,60.98114528,61.01484583,68.88392426,39.32854188
31.03.1979,50.12731703,88.62795219,101.7334664,150.2289684,102.5323758,116.5897821,100.9175589,85.50030677,75.13148229,67.82231094,83.12057656,60.39415307,64.98363276,73.72064224,39.3505388
30.04.1979,51.68814507,91.44294292,104.7405947,162.041385,104.2570437,115.810458,103.5489869,89.6814358,76.83279566,69.38956462,84.96681382,62.82708713,67.38628201,76.5737505,39.66844946
31.05.1979,68.55443148,91.98814859,105.9273191,162.7735391,104.5264843,115.6812796,104.9415465,89.48048145,80.41829121,74.69389242,86.67881195,64.23086743,66.58288627,75.57589948,43.42587725
30.06.1979,73.50695959,94.69178322,110.6225012,181.9065699,106.3956405,118.3015787,110.6730214,86.86114492,84.65509412,82.90372556,86.57486351,64.37963494,65.44056013,74.34896371,44.86197946
31.07.1979,70.19987783,94.21123747,111.0358638,181.2524162,105.9334499,116.238325,114.7542896,84.40659895,87.72483546,90.3594152,84.82346284,67.79874187,62.72967706,71.06695471,46.80547674
31.08.1979,71.08771622,92.69507554,108.0698607,173.9995845,102.1183309,110.2024922,110.8803053,83.55286459,89.00843351,93.80272135,83.76778095,70.29417892,63.69790014,72.31108622,47.36425743
30.09.1979,67.49283792,88.09980853,102.2025595,168.4931957,96.48439492,101.277789,104.9306327,82.53577234,82.36623107,86.37357015,77.98898376,66.59889305,61.63595772,70.19008538,56.11816005
31.10.1979,76.37332773,95.15963955,108.6187375,177.4576257,104.1379034,105.565132,114.4106305,92.95241386,84.50521182,85.00308227,83.94095864,75.26141705,69.83462909,79.85842091,68.97165364
30.11.1979,80.56701039,93.55489829,106.4942031,170.2028702,103.676382,105.020515,111.5306534,94.81805946,80.95567536,79.49818171,82.57511276,74.88278513,69.10139363,79.10951673,67.3200125
31.12.1979,76.31063134,93.38115646,105.3843643,166.762245,102.8348703,102.6290105,109.7865962,96.78576027,80.38032054,78.60675949,82.32807062,77.29242406,70.59406402,81.07707666,81.1087474
31.01.1980,78.84493649,98.58469628,108.8376351,161.9605725,106.2621751,104.5180345,110.1416655,105.0722474,88.03835063,86.04970431,90.22260151,82.70812648,79.38284902,90.5486091,132.1308777
29.02.1980,79.1745309,106.1689216,116.5305756,167.6965246,114.0796134,108.4677551,117.2067031,118.643474,96.44958867,93.27178939,99.89783895,85.51322627,87.27115778,99.99925807,130.441899
31.03.1980,85.66358679,110.0417939,123.0851451,186.6301476,118.8047214,114.2487339,126.0428627,118.2352229,101.2053827,99.97453127,102.5464597,94.35303062,85.07571744,96.61265343,110.0601648
30.04.1980,78.66976836,98.11509785,110.3690081,165.0841421,107.0666547,100.6128169,113.2187546,109.9834541,90.55488785,90.48783499,90.60517749,89.75025353,73.94254171,83.63168002,80.64782774
31.05.1980,79.17278442,99.3209967,114.2400295,163.2406154,113.4381106,97.68374562,115.810454,132.0158984,91.26839445,93.10612525,89.24689056,90.44976891,69.73353074,78.47110539,76.31594835
30.06.1980,76.34036231,95.18943258,110.1319598,153.8689648,109.708751,93.33382463,114.1849982,127.2068084,88.8901319,91.20150321,86.35087891,85.42307493,65.67875521,73.65461396,88.36925949
31.07.1980,76.7448,98.34789836,112.584423,144.0868721,116.3422033,103.3637902,124.5861443,125.9435803,87.42219344,85.91577049,89.07760328,87.15732787,70.42113443,79.39345574,95.28539016
31.08.1980,70.52395778,99.70285111,114.6408511,132.4336689,121.8110911,104.1344578,130.5083267,137.1806333,88.18399333,84.15073333,92.6156,86.87276889,70.54055556,79.50335556,93.14672889
30.09.1980,69.86824705,100.5799269,117.4697015,127.8608714,125.5682164,108.2990817,130.1865141,144.1403709,92.46491807,90.8815017,94.19677972,86.56009455,67.52611034,75.83904625,103.7302657
31.10.1980,80.97736731,104.79323,122.8568836,130.7554394,136.0612084,114.5977416,137.4176994,163.0536641,86.76391794,77.66340805,96.74013729,90.07787721,69.43860759,77.90379888,107.0597721
30.11.1980,88.37399099,107.0030459,126.9827949,125.0532318,142.9630859,129.0877729,146.9800854,157.5926826,89.14581623,80.30490884,98.79363184,93.11019138,67.58733372,75.44591807,102.4948847
31.12.1980,87.69146683,102.2919812,120.8166047,126.5260068,132.3061135,121.5766799,144.0607649,135.7883185,89.97169243,81.41642738,99.34006119,96.42349356,64.95991546,72.15411562,89.9363401
31.01.1981,96.47710289,111.9427508,132.4029159,141.8520026,144.3589031,131.0144787,161.6758006,146.2101527,98.59832642,89.86274225,108.1245484,106.3118665,70.63674353,78.42741904,97.1713215
28.02.1981,96.09515937,112.7002758,132.0662908,142.4345572,143.1496101,130.9738489,163.5882043,140.6270625,99.84918689,91.36786547,109.1250115,119.8110792,72.22033888,80.1256455,89.36174494
31.03.1981,92.56091612,108.4274014,126.8356053,139.3131325,137.3875882,125.3721916,159.3965599,133.2669233,94.83305843,87.7085444,102.5930021,114.3003116,70.03204742,77.69571386,85.30161398
30.04.1981,95.91217026,110.2777808,130.4421679,145.9594519,141.1103006,131.4726126,170.8719663,126.8457141,96.59913335,90.31544156,103.4485595,83.32458188,71.96948609,79.66751366,87.38574603
31.05.1981,94.54158768,111.5832401,130.9998905,143.229047,141.187382,134.1873879,172.6665224,121.9165648,99.97908313,94.02075478,106.499911,114.6665709,71.416607,78.68743426,86.66659426
30.06.1981,88.52260379,106.6889461,125.3457183,122.1783583,137.6269013,130.0252373,167.8087771,120.3188114,97.1051277,91.40387967,103.3376748,112.0632408,67.82237349,74.44317766,80.88007059
31.07.1981,97.10032522,110.8554904,131.1882814,140.9583053,142.9723015,134.3806796,175.2176654,125.0820165,97.57168603,91.35829363,104.3635667,105.6276706,69.7828242,76.42472641,74.71068713
31.08.1981,99.36766209,110.0757558,128.583306,149.0514931,137.3307628,127.6568512,168.4424072,121.9042134,96.86838871,90.70638712,103.6121177,98.93675288,73.36229172,80.77393,76.01238331
30.09.1981,91.60097014,98.54373423,115.4555955,140.121199,121.6269413,111.3611449,148.2903203,111.0051057,87.94167852,83.03624976,93.30204624,91.0075715,64.70023177,70.89135758,76.17260548
31.10.1981,86.49313619,90.24570951,105.9918015,130.0892087,110.7377031,102.5519426,132.7748739,101.5770094,82.18871384,78.67527509,86.05165697,84.0650005,58.66155068,64.06967106,68.66841288
30.11.1981,84.88807957,86.45447735,102.207455,127.8394186,105.5716502,97.52606164,127.3766193,96.42246321,80.97208513,79.61928705,82.46728301,76.66449124,55.28672157,60.16391465,62.46011139
